1	0	1	80	443	12.60	1.75
1	0	1	80	443	12.60	1.75
1	0	1	80	443	12.60	1.75
1	0	1	80	443	12.60	1.75
1	0	1	80	443	12.60	1.75
1	0	1	68	445	12.61	3.46
1	0	1	68	445	12.61	3.46
1	0	1	68	445	12.61	3.46
1	0	1	68	445	12.61	3.46
1	0	1	68	445	12.61	3.46
1	0	1	70	445	12.62	3.26
1	0	1	70	445	12.62	3.26
1	0	1	70	445	12.62	3.26
1	0	1	70	445	12.62	3.26
1	0	1	70	445	12.62	3.26
1	0	1	73	445	12.65	2.95
1	0	1	73	445	12.65	2.95
1	0	1	73	445	12.65	2.95
1	0	1	73	445	12.65	2.95
1	0	1	73	445	12.65	2.95
1	0	1	83	443	12.67	1.42
1	0	1	83	443	12.67	1.42
1	0	1	83	443	12.67	1.42
1	0	1	83	443	12.67	1.42
1	0	1	83	443	12.67	1.42
1	0	1	75	445	12.68	2.74
1	0	1	75	445	12.68	2.74
1	0	1	75	445	12.68	2.74
1	0	1	75	445	12.68	2.74
1	0	1	75	445	12.68	2.74
1	0	1	78	445	12.72	2.43
1	0	1	78	445	12.72	2.43
1	0	1	78	445	12.72	2.43
1	0	1	78	445	12.72	2.43
1	0	1	78	445	12.72	2.43
1	0	1	90	440	12.72	0.06
1	0	1	90	440	12.72	0.06
1	0	1	90	440	12.72	0.06
1	0	1	90	440	12.72	0.06
1	0	1	90	440	12.72	0.06
1	0	1	85	443	12.73	1.20
1	0	1	85	443	12.73	1.20
1	0	1	85	443	12.73	1.20
1	0	1	85	443	12.73	1.20
1	0	1	85	443	12.73	1.20
1	0	1	88	443	12.81	0.86
1	0	1	88	443	12.81	0.86
1	0	1	88	443	12.81	0.86
1	0	1	88	443	12.81	0.86
1	0	1	88	443	12.81	0.86
1	0	1	93	440	12.84	0.41
1	0	1	93	440	12.84	0.41
1	0	1	93	440	12.84	0.41
1	0	1	93	440	12.84	0.41
1	0	1	93	440	12.84	0.41
1	0	1	65	448	12.91	4.43
1	0	1	65	448	12.91	4.43
1	0	1	65	448	12.91	4.43
1	0	1	65	448	12.91	4.43
1	0	1	65	448	12.91	4.43
1	0	1	95	440	12.93	0.65
1	0	1	95	440	12.93	0.65
1	0	1	95	440	12.93	0.65
1	0	1	95	440	12.93	0.65
1	0	1	95	440	12.93	0.65
1	0	1	98	440	13.07	1.02
1	0	1	98	440	13.07	1.02
1	0	1	98	440	13.07	1.02
1	0	1	98	440	13.07	1.02
1	0	1	98	440	13.07	1.02
1	0	1	65	450	13.14	4.89
1	0	1	65	450	13.14	4.89
1	0	1	65	450	13.14	4.89
1	0	1	65	450	13.14	4.89
1	0	1	65	450	13.14	4.89
1	0	1	100	440	13.17	1.27
1	0	1	100	440	13.17	1.27
1	0	1	100	440	13.17	1.27
1	0	1	100	440	13.17	1.27
1	0	1	100	440	13.17	1.27
0	0	1	45	473	13.31	0.76
0	0	1	45	473	13.31	0.76
0	0	1	45	473	13.31	0.76
0	0	1	45	473	13.31	0.76
0	0	1	45	473	13.31	0.76
1	0	1	103	440	13.33	1.64
1	0	1	103	440	13.33	1.64
1	0	1	103	440	13.33	1.64
1	0	1	103	440	13.33	1.64
1	0	1	103	440	13.33	1.64
0	0	1	50	470	13.35	0.49
0	0	1	50	470	13.35	0.49
0	0	1	50	470	13.35	0.49
0	0	1	50	470	13.35	0.49
0	0	1	50	470	13.35	0.49
0	0	1	48	473	13.41	0.41
0	0	1	48	473	13.41	0.41
0	0	1	48	473	13.41	0.41
0	0	1	48	473	13.41	0.41
0	0	1	48	473	13.41	0.41
0	0	1	53	468	13.42	1.29
0	0	1	53	468	13.42	1.29
0	0	1	53	468	13.42	1.29
0	0	1	53	468	13.42	1.29
0	0	1	53	468	13.42	1.29
0	0	1	45	475	13.43	1.21
0	0	1	45	475	13.43	1.21
0	0	1	45	475	13.43	1.21
0	0	1	45	475	13.43	1.21
0	0	1	45	475	13.43	1.21
1	0	1	105	440	13.44	1.90
1	0	1	105	440	13.44	1.90
1	0	1	105	440	13.44	1.90
1	0	1	105	440	13.44	1.90
1	0	1	105	440	13.44	1.90
0	0	1	55	465	13.46	2.18
0	0	1	55	465	13.46	2.18
0	0	1	55	465	13.46	2.18
0	0	1	55	465	13.46	2.18
0	0	1	55	465	13.46	2.18
1	0	1	63	453	13.53	5.76
1	0	1	63	453	13.53	5.76
1	0	1	63	453	13.53	5.76
1	0	1	63	453	13.53	5.76
1	0	1	63	453	13.53	5.76
0	0	1	40	478	13.54	2.44
0	0	1	40	478	13.54	2.44
0	0	1	40	478	13.54	2.44
0	0	1	40	478	13.54	2.44
0	0	1	40	478	13.54	2.44
0	0	1	43	478	13.60	2.10
0	0	1	43	478	13.60	2.10
0	0	1	43	478	13.60	2.10
0	0	1	43	478	13.60	2.10
0	0	1	43	478	13.60	2.10
